Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,UniqueCarrier,AirlineID,Carrier,TailNum,FlightNum,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup
2008,1,1,31,4,1/30/04,YV,20378,YV,N27314,7309,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10685,1068501,30685,BMI,"Bloomington/Normal, IL",IL,17,Illinois,41,2120,,,,,,2100-2159,,,,,2211,,,,,,2200-2259,1,C,0,51,,,1,116,1
2008,1,1,31,4,1/30/04,YV,20378,YV,N75987,7343,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10693,1069301,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,645,657,12,12,0,0,0600-0659,19,716,825,6,815,831,16,16,1,1,0800-0859,0,,0,90,94,69,1,409,2
2008,1,1,31,4,1/30/04,YV,20378,YV,N508MJ,7374,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10693,1069301,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,1930,1954,24,24,1,1,1900-1959,50,2044,2214,6,2100,2220,80,80,1,5,2100-2159,0,,0,90,146,90,1,409,2
2008,1,1,31,4,1/30/04,YV,20378,YV,N501MJ,7101,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10792,1079202,30792,BUF,"Buffalo, NY",NY,36,New York,22,1610,,,,,,1600-1659,,,,,1839,,,,,,1800-1859,1,C,0,89,,,1,473,2
2008,1,1,31,4,1/30/04,YV,20378,YV,N87353,7219,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10792,1079202,30792,BUF,"Buffalo, NY",NY,36,New York,22,728,818,50,50,1,3,0700-0759,14,832,1032,2,958,1034,36,36,1,2,0900-0959,0,,0,90,76,60,1,473,2
2008,1,1,31,4,1/30/04,YV,20378,YV,N571ML,7227,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10792,1079202,30792,BUF,"Buffalo, NY",NY,36,New York,22,1125,1154,29,29,1,1,1100-1159,48,1242,1443,3,1356,1446,50,50,1,3,1300-1359,0,,0,91,112,61,1,473,2
2008,1,1,31,4,1/30/04,YV,20378,YV,N75994,7188,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10868,1086802,30868,CAE,"Columbia, SC",SC,45,South Carolina,37,1830,,,,,,1800-1859,,,,,2125,,,,,,2100-2159,1,C,0,115,,,1,666,3
2008,1,1,31,4,1/30/04,YV,20378,YV,N75994,7211,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10868,1086802,30868,CAE,"Columbia, SC",SC,45,South Carolina,37,905,855,-10,0,0,-1,0900-0959,31,926,1159,6,1200,1205,5,5,0,0,1200-1259,0,,0,115,130,93,1,666,3
2008,1,1,31,4,1/30/04,YV,20378,YV,N593ML,7230,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10868,1086802,30868,CAE,"Columbia, SC",SC,45,South Carolina,37,1625,1817,112,112,1,7,1600-1659,30,1847,2125,3,1920,2128,128,128,1,8,1900-1959,0,,0,115,131,98,1,666,3
2008,1,1,31,4,1/30/04,YV,20378,YV,N87353,7350,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10868,1086802,30868,CAE,"Columbia, SC",SC,45,South Carolina,37,1418,,,,,,1400-1459,,,,,1713,,,,,,1700-1759,1,C,0,115,,,1,666,3
2008,1,1,31,4,1/30/04,YV,20378,YV,N509MJ,7160,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10874,1087401,30647,CAK,"Akron, OH",OH,39,Ohio,44,935,,,,,,0900-0959,,,,,1154,,,,,,1100-1159,1,C,0,79,,,1,344,2
